SCHOOL_YEAR,DIVISION NUMBER,DIVISION NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL ACCREDITATION RATING
2009-2010,108,Danville City,1372,Westwood Middle,Fully Accredited
2009-2010,108,Danville City,220,Woodberry Hills Elementary,Fully Accredited
2009-2010,108,Danville City,1373,Woodrow Wilson Elementary,Fully Accredited
2009-2010,26,Dickenson County,40,Clinchco Elementary,Fully Accredited
2009-2010,26,Dickenson County,20,Clintwood Elementary,Fully Accredited
2009-2010,26,Dickenson County,271,Clintwood High,Fully Accredited
2009-2010,26,Dickenson County,530,Ervinton Elementary,Fully Accredited
2009-2010,26,Dickenson County,840,Ervinton High,Fully Accredited
2009-2010,26,Dickenson County,120,Haysi High,Fully Accredited
2009-2010,26,Dickenson County,850,Longs Fork Elementary,Fully Accredited
2009-2010,26,Dickenson County,860,Sandlick Elementary,Fully Accredited
2009-2010,27,Dinwiddie County,310,Dinwiddie Elementary,Fully Accredited
2009-2010,27,Dinwiddie County,510,Dinwiddie Junior High,Fully Accredited
2009-2010,27,Dinwiddie County,471,Dinwiddie Middle,Fully Accredited
2009-2010,27,Dinwiddie County,500,Dinwiddie Senior High,Fully Accredited
2009-2010,27,Dinwiddie County,250,Midway Elementary,Fully Accredited
2009-2010,27,Dinwiddie County,10,Southside Elementary,Fully Accredited
2009-2010,27,Dinwiddie County,180,Sunnyside Elementary,Fully Accredited
2009-2010,27,Dinwiddie County,520,Sutherland Elementary,Fully Accredited
2009-2010,28,Essex County,10,Essex High,Fully Accredited
2009-2010,28,Essex County,150,Essex Intermediate,Fully Accredited
2009-2010,28,Essex County,160,Tappahannock Elementary,Fully Accredited
2009-2010,29,Fairfax County,2203,Aldrin Elementary,Fully Accredited
2009-2010,29,Fairfax County,660,Annandale High,Fully Accredited
2009-2010,29,Fairfax County,1360,Annandale Terrace Elementary,Fully Accredited
2009-2010,29,Fairfax County,110,Archer Elementary,Fully Accredited
2009-2010,29,Fairfax County,1530,Armstrong Elementary,Fully Accredited
2009-2010,29,Fairfax County,550,Bailey's Elementary School for the Arts and Sciences,Fully Accredited
2009-2010,29,Fairfax County,1730,Beech Tree Elementary,Fully Accredited
2009-2010,29,Fairfax County,560,Belle View Elementary,Fully Accredited
2009-2010,29,Fairfax County,720,Belvedere Elementary,Fully Accredited
2009-2010,29,Fairfax County,2000,Bonnie Brae Elementary,Fully Accredited
2009-2010,29,Fairfax County,1090,Braddock Elementary,Fully Accredited
2009-2010,29,Fairfax County,940,Bren Mar Park Elementary,Fully Accredited
2009-2010,29,Fairfax County,1790,Brookfield Elementary,Fully Accredited
2009-2010,29,Fairfax County,2201,Bryant Alternative High,Fully Accredited
2009-2010,29,Fairfax County,700,Bucknell Elementary,Fully Accredited
2009-2010,29,Fairfax County,2225,Bull Run Elementary,Fully Accredited
2009-2010,29,Fairfax County,680,Bush Hill Elementary,Fully Accredited
2009-2010,29,Fairfax County,1940,Camelot Elementary,Fully Accredited
2009-2010,29,Fairfax County,620,Cameron Elementary,Fully Accredited
2009-2010,29,Fairfax County,1590,Canterbury Woods Elementary,Fully Accredited
2009-2010,29,Fairfax County,1690,Cardinal Forest Elementary,Fully Accredited
2009-2010,29,Fairfax County,2222,Carson Middle,Fully Accredited
2009-2010,29,Fairfax County,2090,Centre Ridge Elementary,Fully Accredited
2009-2010,29,Fairfax County,2205,Centreville Elementary,Fully Accredited
2009-2010,29,Fairfax County,200,Centreville High,Fully Accredited
2009-2010,29,Fairfax County,131,Chantilly High,Fully Accredited
2009-2010,29,Fairfax County,480,Cherry Run Elementary,Fully Accredited
2009-2010,29,Fairfax County,100,Chesterbrook Elementary,Fully Accredited
2009-2010,29,Fairfax County,1050,Churchill Road Elementary,Fully Accredited
2009-2010,29,Fairfax County,260,Clearview Elementary,Fully Accredited
2009-2010,29,Fairfax County,1870,Clermont Elementary,Fully Accredited
2009-2010,29,Fairfax County,270,Clifton Elementary,Fully Accredited
2009-2010,29,Fairfax County,2347,Coates Elementary,Conditionally Accredited
2009-2010,29,Fairfax County,1510,Columbia Elementary,Fully Accredited
2009-2010,29,Fairfax County,2234,Colvin Run Elementary,Fully Accredited
2009-2010,29,Fairfax County,1190,Cooper Middle,Fully Accredited
2009-2010,29,Fairfax County,870,Crestwood Elementary,Fully Accredited
2009-2010,29,Fairfax County,2020,Crossfield Elementary,Fully Accredited
2009-2010,29,Fairfax County,1600,Cub Run Elementary,Fully Accredited
2009-2010,29,Fairfax County,1700,Cunningham Park Elementary,Fully Accredited
2009-2010,29,Fairfax County,2229,Daniels Run Elementary,Fully Accredited
2009-2010,29,Fairfax County,2204,Deer Park Elementary,Fully Accredited
2009-2010,29,Fairfax County,220,Dogwood Elementary,Fully Accredited
2009-2010,29,Fairfax County,2010,Dranesville Elementary,Fully Accredited
2009-2010,29,Fairfax County,2243,Eagle View Elementary,Fully Accredited
2009-2010,29,Fairfax County,1270,Edison High,Fully Accredited
2009-2010,29,Fairfax County,20,Fairfax High,Fully Accredited
2009-2010,29,Fairfax County,1480,Fairfax Villa Elementary,Fully Accredited
2009-2010,29,Fairfax County,1630,Fairhill Elementary,Fully Accredited
2009-2010,29,Fairfax County,290,Fairview Elementary,Fully Accredited
2009-2010,29,Fairfax County,1100,Falls Church High,Fully Accredited
2009-2010,29,Fairfax County,730,Flint Hill Elementary,Fully Accredited
2009-2010,29,Fairfax County,740,Floris Elementary,Fully Accredited
2009-2010,29,Fairfax County,70,Forest Edge Elementary,Fully Accredited
2009-2010,29,Fairfax County,1450,Forestdale Elementary,Fully Accredited
2009-2010,29,Fairfax County,370,Forestville Elementary,Fully Accredited
2009-2010,29,Fairfax County,2224,Fort Belvoir Elementary,Fully Accredited
2009-2010,29,Fairfax County,1920,Fort Hunt Elementary,Fully Accredited
2009-2010,29,Fairfax County,390,Fox Mill Elementary,Fully Accredited
2009-2010,29,Fairfax County,320,Franconia Elementary,Fully Accredited
2009-2010,29,Fairfax County,440,Franklin Middle,Fully Accredited
2009-2010,29,Fairfax County,490,Freedom Hill Elementary,Fully Accredited
2009-2010,29,Fairfax County,1410,Frost Middle,Fully Accredited
2009-2010,29,Fairfax County,630,Garfield Elementary,Fully Accredited
2009-2010,29,Fairfax County,1170,Glasgow Middle,Fully Accredited
2009-2010,29,Fairfax County,970,Glen Forest Elementary,Fully Accredited
2009-2010,29,Fairfax County,530,Graham Road Elementary,Fully Accredited
2009-2010,29,Fairfax County,570,Great Falls Elementary,Fully Accredited
2009-2010,29,Fairfax County,1840,Greenbriar East Elementary,Fully Accredited
2009-2010,29,Fairfax County,1500,Greenbriar West Elementary,Fully Accredited
2009-2010,29,Fairfax County,330,Groveton Elementary,Fully Accredited
2009-2010,29,Fairfax County,690,Gunston Elementary,Fully Accredited
2009-2010,29,Fairfax County,2210,Halley Elementary,Fully Accredited
2009-2010,29,Fairfax County,750,Haycock Elementary,Fully Accredited
2009-2010,29,Fairfax County,1740,Hayfield Elementary,Fully Accredited
2009-2010,29,Fairfax County,1800,Hayfield Secondary,Fully Accredited
2009-2010,29,Fairfax County,1250,Herndon Elementary,Fully Accredited
2009-2010,29,Fairfax County,32,Herndon High,Fully Accredited
2009-2010,29,Fairfax County,33,Herndon Middle,Fully Accredited
2009-2010,29,Fairfax County,1330,Hollin Meadows Elementary,Fully Accredited
2009-2010,29,Fairfax County,1521,Holmes Middle,Fully Accredited
2009-2010,29,Fairfax County,350,Hughes Middle,Fully Accredited
2009-2010,29,Fairfax County,1880,Hunt Valley Elementary,Fully Accredited
2009-2010,29,Fairfax County,1950,Hunters Woods Elementary School for the Arts and Sciences,Fully Accredited
2009-2010,29,Fairfax County,1980,Hutchison Elementary,Fully Accredited
2009-2010,29,Fairfax County,1420,Hybla Valley Elementary,Fully Accredited
2009-2010,29,Fairfax County,1120,Irving Middle,Fully Accredited
2009-2010,29,Fairfax County,2235,Island Creek Elementary,Fully Accredited
2009-2010,29,Fairfax County,673,Jackson Middle,Fully Accredited
2009-2010,29,Fairfax County,1240,Keene Mill Elementary,Fully Accredited
2009-2010,29,Fairfax County,980,Kent Gardens Elementary,Fully Accredited
2009-2010,29,Fairfax County,1901,Key Center School,Fully Accredited
2009-2010,29,Fairfax County,1900,Key Middle,Fully Accredited
2009-2010,29,Fairfax County,1761,Kilmer Center,Fully Accredited
2009-2010,29,Fairfax County,1760,Kilmer Middle,Fully Accredited
2009-2010,29,Fairfax County,1890,Kings Glen Elementary,Fully Accredited
2009-2010,29,Fairfax County,1440,Kings Park Elementary,Fully Accredited
2009-2010,29,Fairfax County,1570,Lake Anne Elementary,Fully Accredited
2009-2010,29,Fairfax County,90,Lake Braddock Secondary,Fully Accredited
2009-2010,29,Fairfax County,2209,Lane Elementary,Fully Accredited
2009-2010,29,Fairfax County,1460,Langley High,Fully Accredited
2009-2010,29,Fairfax County,1110,Lanier Middle,Fully Accredited
2009-2010,29,Fairfax County,2348,Laurel Hill Elementary,Conditionally Accredited
2009-2010,29,Fairfax County,1970,Laurel Ridge Elementary,Fully Accredited
2009-2010,29,Fairfax County,1020,Lee High,Fully Accredited
2009-2010,29,Fairfax County,1850,Lees Corner Elementary,Fully Accredited
2009-2010,29,Fairfax County,770,Lemon Road Elementary,Fully Accredited
2009-2010,29,Fairfax County,2233,Liberty Middle,Fully Accredited
2009-2010,29,Fairfax County,1400,Little Run Elementary,Fully Accredited
2009-2010,29,Fairfax County,1830,London Towne Elementary,Fully Accredited
2009-2010,29,Fairfax County,1150,Longfellow Middle,Fully Accredited
2009-2010,29,Fairfax County,2236,Lorton Station Elementary,Fully Accredited
2009-2010,29,Fairfax County,890,Lynbrook Elementary,Fully Accredited
2009-2010,29,Fairfax County,1060,Madison High,Fully Accredited
2009-2010,29,Fairfax County,1210,Mantua Elementary,Fully Accredited
2009-2010,29,Fairfax County,1290,Marshall High,Fully Accredited
2009-2010,29,Fairfax County,1200,Marshall Road Elementary,Fully Accredited
2009-2010,29,Fairfax County,790,McLean High,Fully Accredited
2009-2010,29,Fairfax County,2231,McNair Elementary,Fully Accredited
2009-2010,29,Fairfax County,1390,Mosby Woods Elementary,Fully Accredited
2009-2010,29,Fairfax County,510,Mount Eagle Elementary,Fully Accredited
2009-2010,29,Fairfax County,420,Mount Vernon High,Fully Accredited
2009-2010,29,Fairfax County,1640,Mount Vernon Woods Elementary,Fully Accredited
2009-2010,29,Fairfax County,2211,Mountain View Alternative High,Fully Accredited
2009-2010,29,Fairfax County,800,Navy Elementary,Fully Accredited
2009-2010,29,Fairfax County,470,Newington Forest Elementary,Fully Accredited
2009-2010,29,Fairfax County,930,North Springfield Elementary,Fully Accredited
2009-2010,29,Fairfax County,430,Oak Hill Elementary,Fully Accredited
2009-2010,29,Fairfax County,1860,Oak View Elementary,Fully Accredited
2009-2010,29,Fairfax County,140,Oakton Elementary,Fully Accredited
2009-2010,29,Fairfax County,1710,Oakton High,Fully Accredited
2009-2010,29,Fairfax County,1650,Olde Creek Elementary,Fully Accredited
2009-2010,29,Fairfax County,150,Orange Hunt Elementary,Fully Accredited
2009-2010,29,Fairfax County,1030,Parklawn Elementary,Fully Accredited
2009-2010,29,Fairfax County,2202,Pimmit Hills Alternative High,Fully Accredited
2009-2010,29,Fairfax County,820,Pine Spring Elementary,Fully Accredited
2009-2010,29,Fairfax County,1130,Poe Middle,Fully Accredited
2009-2010,29,Fairfax County,2080,Poplar Tree Elementary,Fully Accredited
2009-2010,29,Fairfax County,2237,Powell Elementary,Fully Accredited
2009-2010,29,Fairfax County,2230,Providence Elementary,Fully Accredited
2009-2010,29,Fairfax County,1310,Ravensworth Elementary,Fully Accredited
2009-2010,29,Fairfax County,1820,Riverside Elementary,Fully Accredited
2009-2010,29,Fairfax County,1960,Robinson Secondary,Fully Accredited
2009-2010,29,Fairfax County,300,Rocky Run Middle,Fully Accredited
2009-2010,29,Fairfax County,1770,Rolling Valley Elementary,Fully Accredited
2009-2010,29,Fairfax County,950,Rose Hill Elementary,Fully Accredited
2009-2010,29,Fairfax County,1300,Sandburg Middle,Fully Accredited
2009-2010,29,Fairfax County,2030,Sangster Elementary,Fully Accredited
2009-2010,29,Fairfax County,2040,Saratoga Elementary,Fully Accredited
2009-2010,29,Fairfax County,80,Sherman Elementary,Fully Accredited
2009-2010,29,Fairfax County,1660,Shrevewood Elementary,Fully Accredited
2009-2010,29,Fairfax County,1680,Silverbrook Elementary,Fully Accredited
2009-2010,29,Fairfax County,710,Sleepy Hollow Elementary,Fully Accredited
2009-2010,29,Fairfax County,2241,South County Secondary,Fully Accredited
2009-2010,29,Fairfax County,1990,South Lakes High,Fully Accredited
2009-2010,29,Fairfax County,1620,Spring Hill Elementary,Fully Accredited
2009-2010,29,Fairfax County,960,Springfield Estates Elementary,Fully Accredited
2009-2010,29,Fairfax County,1380,Stenwood Elementary,Fully Accredited
2009-2010,29,Fairfax County,2070,Stone Middle,Fully Accredited
2009-2010,29,Fairfax County,1350,Stratford Landing Elementary,Fully Accredited
2009-2010,29,Fairfax County,1070,Stuart High,Fully Accredited
2009-2010,29,Fairfax County,280,Sunrise Valley Elementary,Fully Accredited
2009-2010,29,Fairfax County,170,Terra Centre Elementary,Fully Accredited
2009-2010,29,Fairfax County,250,Terraset Elementary,Fully Accredited
2009-2010,29,Fairfax County,1371,Thomas Jefferson High for Science and Technology,Fully Accredited
2009-2010,29,Fairfax County,1140,Thoreau Middle,Fully Accredited
2009-2010,29,Fairfax County,830,Timber Lane Elementary,Fully Accredited
2009-2010,29,Fairfax County,1160,Twain Middle,Fully Accredited
2009-2010,29,Fairfax County,1540,Union Mill Elementary,Fully Accredited
2009-2010,29,Fairfax County,120,Vienna Elementary,Fully Accredited
2009-2010,29,Fairfax County,2050,Virginia Run Elementary,Fully Accredited
2009-2010,29,Fairfax County,850,Wakefield Forest Elementary,Fully Accredited
2009-2010,29,Fairfax County,2100,Waples Mill Elementary,Fully Accredited
2009-2010,29,Fairfax County,1320,Washington Mill Elementary,Fully Accredited
2009-2010,29,Fairfax County,1080,Waynewood Elementary,Fully Accredited
2009-2010,29,Fairfax County,900,West Potomac High,Fully Accredited
2009-2010,29,Fairfax County,1430,West Springfield Elementary,Fully Accredited
2009-2010,29,Fairfax County,1610,West Springfield High,Fully Accredited
2009-2010,29,Fairfax County,1580,Westbriar Elementary,Fully Accredited
2009-2010,29,Fairfax County,2228,Westfield High,Fully Accredited
2009-2010,29,Fairfax County,1670,Westgate Elementary,Fully Accredited
2009-2010,29,Fairfax County,580,Westlawn Elementary,Fully Accredited
2009-2010,29,Fairfax County,520,Weyanoke Elementary,Fully Accredited
2009-2010,29,Fairfax County,400,White Oaks Elementary,Fully Accredited
2009-2010,29,Fairfax County,1550,Whitman Middle,Fully Accredited
2009-2010,29,Fairfax County,2060,Willow Springs Elementary,Fully Accredited
2009-2010,29,Fairfax County,1810,Wolftrap Elementary,Fully Accredited
2009-2010,29,Fairfax County,650,Woodburn Elementary,Fully Accredited
2009-2010,29,Fairfax County,380,Woodlawn Elementary,Fully Accredited
2009-2010,29,Fairfax County,590,Woodley Hills Elementary,Fully Accredited
2009-2010,29,Fairfax County,190,Woodson Adult High,Fully Accredited
2009-2010,29,Fairfax County,1260,Woodson High,Fully Accredited
2009-2010,109,Falls Church City,251,George Mason High,Fully Accredited
2009-2010,109,Falls Church City,252,Mary Ellen Henderson Middle,Fully Accredited
2009-2010,109,Falls Church City,240,Mount Daniel School,Fully Accredited
2009-2010,109,Falls Church City,260,Thomas Jefferson Elementary,Fully Accredited
2009-2010,30,Fauquier County,854,Auburn Middle,Fully Accredited
2009-2010,30,Fauquier County,460,C. Hunter Ritchie Elementary,Fully Accredited
2009-2010,30,Fauquier County,730,C.M. Bradley Elementary,Fully Accredited
2009-2010,30,Fauquier County,520,Cedar Lee Middle,Fully Accredited
2009-2010,30,Fauquier County,120,Claude Thompson Elementary,Fully Accredited
2009-2010,30,Fauquier County,701,Fauquier High,Fully Accredited
2009-2010,30,Fauquier County,450,Grace Miller Elementary,Fully Accredited
2009-2010,30,Fauquier County,511,Greenville Elementary,Fully Accredited
2009-2010,30,Fauquier County,750,H.M. Pearson Elementary,Fully Accredited
2009-2010,30,Fauquier County,853,James G. Brumfield Elementary,Fully Accredited
2009-2010,30,Fauquier County,510,Kettle Run High,Fully Accredited
2009-2010,30,Fauquier County,851,Liberty High,Fully Accredited
2009-2010,30,Fauquier County,530,Margaret M. Pierce Elementary,Fully Accredited
2009-2010,30,Fauquier County,10,Marshall Middle,Fully Accredited
2009-2010,30,Fauquier County,20,Mary Walter Elementary,Fully Accredited
2009-2010,30,Fauquier County,720,P.B. Smith Elementary,Fully Accredited
2009-2010,30,Fauquier County,670,W.C. Taylor Middle,Fully Accredited
2009-2010,30,Fauquier County,740,W.G. Coleman Elementary,Fully Accredited
2009-2010,30,Fauquier County,660,Warrenton Middle,Fully Accredited
2009-2010,31,Floyd County,90,Check Elementary,Fully Accredited
2009-2010,31,Floyd County,660,Floyd County High,Fully Accredited
2009-2010,31,Floyd County,360,Floyd Elementary,Fully Accredited
2009-2010,31,Floyd County,650,Indian Valley Elementary,Fully Accredited
2009-2010,31,Floyd County,500,Willis Elementary,Fully Accredited
2009-2010,32,Fluvanna County,300,Central Elementary,Fully Accredited
2009-2010,32,Fluvanna County,270,Columbia District Elementary,Fully Accredited
2009-2010,32,Fluvanna County,290,Cunningham District Elementary,Fully Accredited
2009-2010,32,Fluvanna County,260,Fluvanna County High,Fully Accredited
2009-2010,32,Fluvanna County,20,Fluvanna Middle,Fully Accredited
2009-2010,135,Franklin City,20,Franklin High,Fully Accredited
2009-2010,135,Franklin City,561,Joseph P. King Jr. Middle,Fully Accredited
2009-2010,135,Franklin City,10,S.P. Morton Elementary,Fully Accredited
2009-2010,33,Franklin County,32,Benjamin Franklin Middle-East,Fully Accredited
2009-2010,33,Franklin County,31,Benjamin Franklin Middle-West,Fully Accredited
2009-2010,33,Franklin County,1370,Boones Mill Elementary,Fully Accredited
2009-2010,33,Franklin County,1320,Burnt Chimney Elementary,Fully Accredited
2009-2010,33,Franklin County,350,Callaway Elementary,Fully Accredited
2009-2010,33,Franklin County,1481,Center for Applied Technology & Career Exploration,Fully Accredited
2009-2010,33,Franklin County,20,Dudley Elementary,Fully Accredited
2009-2010,33,Franklin County,1360,Ferrum Elementary,Fully Accredited
2009-2010,33,Franklin County,1311,Franklin County High,Fully Accredited
2009-2010,33,Franklin County,690,Glade Hill Elementary,Fully Accredited
2009-2010,33,Franklin County,10,Henry Elementary,Fully Accredited
2009-2010,33,Franklin County,660,Lee M. Waid Elementary,Fully Accredited
2009-2010,33,Franklin County,1380,Rocky Mount Elementary,Fully Accredited
2009-2010,33,Franklin County,1170,Snow Creek Elementary,Fully Accredited
2009-2010,33,Franklin County,960,Sontag Elementary,Fully Accredited
2009-2010,33,Franklin County,980,Windy Gap Elementary,Conditionally Accredited
2009-2010,34,Frederick County,586,Admiral Richard E. Byrd Middle,Fully Accredited
2009-2010,34,Frederick County,10,Apple Pie Ridge Elementary,Fully Accredited
2009-2010,34,Frederick County,320,Armel Elementary,Fully Accredited
2009-2010,34,Frederick County,20,Bass-Hoover Elementary,Fully Accredited
2009-2010,34,Frederick County,587,Evendale Elementary,Fully Accredited
2009-2010,34,Frederick County,460,Frederick County Middle,Fully Accredited
2009-2010,34,Frederick County,380,Gainesboro Elementary,Fully Accredited
2009-2010,34,Frederick County,590,Greenwood Mill Elementary,Conditionally Accredited
2009-2010,34,Frederick County,40,Indian Hollow Elementary,Fully Accredited
2009-2010,34,Frederick County,30,James Wood High,Fully Accredited
2009-2010,34,Frederick County,420,James Wood Middle,Fully Accredited
2009-2010,34,Frederick County,340,Middletown Elementary,Fully Accredited
2009-2010,34,Frederick County,584,Millbrook High,Fully Accredited
2009-2010,34,Frederick County,583,Orchard View Elementary,Fully Accredited
2009-2010,34,Frederick County,582,Redbud Run Elementary,Fully Accredited
2009-2010,34,Frederick County,480,Robert E. Aylor Middle,Fully Accredited
2009-2010,34,Frederick County,581,Sherando High,Fully Accredited
2009-2010,34,Frederick County,410,Stonewall Elementary,Fully Accredited
2009-2010,110,Fredericksburg City,50,Hugh Mercer Elementary,Fully Accredited
2009-2010,110,Fredericksburg City,40,James Monroe High,Fully Accredited
2009-2010,110,Fredericksburg City,272,Lafayette Upper Elementary,Fully Accredited
2009-2010,110,Fredericksburg City,273,Walker-Grant Middle,Fully Accredited
2009-2010,111,Galax City,10,Galax Elementary,Fully Accredited
2009-2010,111,Galax City,31,Galax High,Fully Accredited
2009-2010,111,Galax City,32,Galax Middle,Fully Accredited
2009-2010,35,Giles County,10,Eastern Elementary/Middle,Fully Accredited
2009-2010,35,Giles County,461,Giles High,Fully Accredited
2009-2010,35,Giles County,390,Macy Mcclaugherty Elementary/Middle,Fully Accredited
